region_id,sheet_number,sheet_name,scope,bid_item,subheading,text,text_frequency,frequency_flag,ocr_hints,llm_region_type,llm_identified_content,llm_association_strength,llm_direct_bid_item_evidence,final_validation,llm_confidence,llm_reason,needs_manual_review,medium_path,local_path,locator_path
region_000934,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000934.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000934.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000934.png
region_000935,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000935.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000935.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000935.png
region_000936,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000936.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000936.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000936.png
region_000937,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Range Hood,Residential Appliances,"RH1 RANGE HOOD GE STANDARD RANGE HOOD, WHITE, JN327HWW X",1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000937.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000937.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000937.png
region_000938,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Range Hood,Residential Appliances,RANGE HOOD,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000938.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000938.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000938.png
region_000939,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Range Hood,Residential Appliances,RH1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000939.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000939.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000939.png
region_000940,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Range Hood,Residential Appliances,RANGE HOOD,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000940.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000940.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000940.png
region_000941,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Range Hood,Residential Appliances,RH1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000941.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000941.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000941.png
region_000942,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Range Hood,Residential Appliances,RH1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000942.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000942.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000942.png
region_000943,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Range Hood,Residential Appliances,RH1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000943.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000943.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000943.png
region_000944,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Oven/Range,Residential Appliances,"OV1 OVEN/RANGE GE 30""W x 36""H FREE-STANDING ELECTRIC RANGE, WHITE, JB256DMWW X",1,False,"[""POSSIBLE_DIMENSION""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000944.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000944.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000944.png
region_000945,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Oven/Range,Residential Appliances,"OV2 OVEN/RANGE GE 30""W x 34""H FREE-STANDING ELECTRIC RANGE, ADA COMPLIANT, WHITE X",1,False,"[""POSSIBLE_DIMENSION""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000945.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000945.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000945.png
region_000946,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Oven/Range,Residential Appliances,OVEN/RANGE,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000946.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000946.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000946.png
region_000947,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Oven/Range,Residential Appliances,OVEN/RANGE,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000947.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000947.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000947.png
region_000948,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Oven/Range,Residential Appliances,OVEN/RANGE,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000948.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000948.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000948.png
region_000949,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Oven/Range,Residential Appliances,OVEN/RANGE,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000949.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000949.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000949.png
region_000950,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Oven/Range,Residential Appliances,OV1,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000950.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000950.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000950.png
region_000951,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Oven/Range,Residential Appliances,OV2,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000951.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000951.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000951.png
region_000952,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Oven/Range,Residential Appliances,OV1,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000952.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000952.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000952.png
region_000953,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Oven/Range,Residential Appliances,OV2,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000953.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000953.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000953.png
region_000954,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Microwave,Residential Appliances,MICROWAVE,3,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000954.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000954.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000954.png
region_000955,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Microwave,Residential Appliances,MICROWAVE,3,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000955.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000955.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000955.png
region_000956,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Microwave,Residential Appliances,MW,3,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000956.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000956.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000956.png
region_000957,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Microwave,Residential Appliances,MW,3,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000957.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000957.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000957.png
region_000958,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Microwave,Residential Appliances,MW,3,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000958.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000958.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000958.png
region_000959,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Microwave,Residential Appliances,MICROWAVE,3,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000959.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000959.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000959.png
region_000960,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Dishwasher,Residential Appliances,"DW1 DISHWASHER GE DISHWASHER WITH FRONT CONTROLS, WHITE, GDF450PGRWW X",1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000960.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000960.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000960.png
region_000961,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Dishwasher,Residential Appliances,"DW2 DISHWASHER GE DISHWASHER WITH HIDDEN CONTROLS, ADA COMPLIANT, WHITE, GDT225SGLWW X",1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000961.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000961.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000961.png
region_000962,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Dishwasher,Residential Appliances,DISHWASHER,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000962.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000962.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000962.png
region_000963,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Dishwasher,Residential Appliances,DISHWASHER,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000963.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000963.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000963.png
region_000964,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Dishwasher,Residential Appliances,DISHWASHER,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000964.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000964.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000964.png
region_000965,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Dishwasher,Residential Appliances,DISHWASHER,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000965.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000965.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000965.png
region_000966,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Dishwasher,Residential Appliances,DW1,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000966.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000966.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000966.png
region_000967,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Dishwasher,Residential Appliances,DW2,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000967.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000967.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000967.png
region_000968,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Dishwasher,Residential Appliances,DW1,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000968.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000968.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000968.png
region_000969,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Dishwasher,Residential Appliances,DW2,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000969.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000969.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000969.png
region_000970,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Garbage Disposal,Residential Appliances,GD1 DISPOSAL 3/4 HP STANDARD SERIES WALL SWITCH X,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000970.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000970.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000970.png
region_000971,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Garbage Disposal,Residential Appliances,DISPOSAL,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000971.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000971.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000971.png
region_000972,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Garbage Disposal,Residential Appliances,DISPOSAL,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000972.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000972.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000972.png
region_000973,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Garbage Disposal,Residential Appliances,DISPOSAL,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000973.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000973.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000973.png
region_000974,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Garbage Disposal,Residential Appliances,DISPOSAL,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000974.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000974.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000974.png
region_000975,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Garbage Disposal,Residential Appliances,GD1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000975.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000975.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000975.png
region_000976,A-425,Equipment Plans & Schedule,Residential Equipment,Furnish & Install Garbage Disposal,Residential Appliances,GD1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000976.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000976.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000976.png
