region_id,sheet_number,scope_key,bid_item,region_text,region_type,association_strength,identified_content,direct_bid_item_evidence,reason
region_000352,A-005,Flooring,Furnish & Install Unspecified Floor Finish From Schedule,FX,FINISH_TAG,INDIRECT,Finish tag bubble labeled FX located along the plan line (appears as a circular bubble with FX).,"The region shows a generic finish tag (FX) but there is no explicit finish code, room/area designation, or schedule entry that directly references the Bid Item 'Furnish & Install Unspecified Floor Finish From Schedule.' No explicit floor finish type or schedule line is visible in the highlighted region.","The highlighted region contains a finish-tag annotation (FX) but does not itself identify a specific floor finish or a direct reference to the finish schedule used by the bid item. There is no explicit indication of ‘unspecified floor finish’ being furnished/installed in this exact region, only a generic finish tag. Without a visible finish schedule entry or a concrete finish type tied to this region, the evidence does not provide a direct association to the bid item. Therefore, this region is not a direct representation of the bid item and is classified as WRONG with INDIRECT evidence."
region_000354,A-005,Flooring,Furnish & Install Unspecified Floor Finish From Schedule,FV,EQUIPMENT_TAG,NONE,Circular tag with 'FV' (Field Verify) used as a legend symbol,"FV symbol is a legend-driven field-verify indicator, not a finish item or schedule entry for flooring","The highlighted region shows a circular tag reading 'FV', which corresponds to the Field Verify legend entry (G-002.3). This is a legend/verification symbol, not a direct identification of a floor finish, finish schedule, or any flooring work. There is no explicit reference to the bid item 'Furnish & Install Unspecified Floor Finish From Schedule' in this region. Therefore, no direct association to the bid item exists; the evidence is only a legend symbol, not a finish item."
region_000355,A-005,Flooring,Furnish & Install Unspecified Floor Finish From Schedule,FV,GENERAL_NOTE,NONE,FV,"The region contains a Field Verify (FV) tag, not a finish or flooring reference. There is no finish label, schedule entry, or material/work item visible that directly corresponds to the Bid Item (Furnish & Install Unspecified Floor Finish).","The highlighted FV tag is a FIELD VERIFY note from the legend (G-002.3) and does not identify or reference the specified floor finish. It does not directly label or locate any floor finish work, and is not a finish tag, finish schedule, or material/work item tied to the Bid Item on this roof plan sheet."
region_000356,A-005,Flooring,Furnish & Install Unspecified Floor Finish From Schedule,F2,GRID_REFERENCE,NONE,"Blue circled grid references along dashed lines (e.g., C2, C1, F2, A1, A2) visible in the region.","No direct reference to the bid item is visible in this region; it shows grid/plan geometry rather than a finish label, schedule entry, or finish tag.","The highlighted region consists of circular grid reference markers along grid lines. This is a plan/grid reference element, not a finish/product reference. There is no explicit finish work, material, room label, schedule entry, or detail in this region that directly identifies or references the bid item 'Furnish & Install Unspecified Floor Finish From Schedule'. OCR hints (F2) pertain to grid location, not bid-item content."
region_000357,A-005,Flooring,Furnish & Install Unspecified Floor Finish From Schedule,F2,GRID_REFERENCE,NONE,F2,"Grid reference bubble 'F2' with connecting dashed grid line. No finish tag, material, schedule entry, or other direct indication of the bid item visible in this region.","The highlighted region contains a grid reference bubble labeled 'F2' and a grid line, which is a plan/navigation reference. It does not identify any floor finish, finish type, or schedule entry. The original bid item is 'Furnish & Install Unspecified Floor Finish From Schedule' (a finish/work item), but there is no direct evidence in this region linking to that bid item. According to the grid reference special rule, grid references are not bid items. Therefore no direct association exists, making the association WRONG."
region_000358,A-005,Flooring,Furnish & Install Unspecified Floor Finish From Schedule,F1,GRID_REFERENCE,NONE,"Grid reference region: multiple circular grid callouts along vertical grid lines with alphanumeric labels (e.g., C1, C2, C3, F2, A1, A2, etc.). No finish/material label or schedule entry is visible within this highlighted area.","No direct evidence linking to the bid item. The region consists of grid bubbles used for locating features on the plan, not a finish/work label or schedule entry identifying a floor finish.","The highlighted region clearly shows grid reference callouts (grid bubbles) rather than any finish, material, or work item. The Bid Item is Furnish & Install Unspecified Floor Finish From Schedule, which would require a direct reference to a specific finish/type or a finish schedule entry. There is no such direct reference in the region. Therefore, no direct association exists."
region_000359,A-005,Flooring,Furnish & Install Unspecified Floor Finish From Schedule,F1,DIMENSION,NONE,"Region contains a small inline annotation reading '1.7%', typical of a slope/dimension marker on a roof plan.",,"The highlighted area shows a roof-dimension/slope annotation (1.7%), not a finish label or item that directly identifies a floor finish. There is no direct reference to the bid item 'Furnish & Install Unspecified Floor Finish From Schedule' in this region; only a geometric/planence context on a roof plan. Therefore, there is no direct association to the bid item."
region_000360,A-005,Flooring,Furnish & Install Unspecified Floor Finish From Schedule,F3,GRID_REFERENCE,NONE,F3,No direct evidence of finish work; region shows grid reference F3 (grid bubble/line reference).,"The highlighted region visibly contains the grid reference 'F3' and does not identify, locate, or reference the original bid item (Furnish & Install Unspecified Floor Finish From Schedule). A grid reference is not a bid item and provides no direct evidence of flooring work for this drawing region."
region_000361,A-005,Flooring,Furnish & Install Unspecified Floor Finish From Schedule,F3,GRID_REFERENCE,NONE,F3,"No direct bid item evidence; region shows a grid reference bubble (F3) used for locating grid lines, not for identifying or specifying flooring work.","The highlighted region contains the grid reference F3, a typical grid bubble on the plan. This region does not identify, locate, or reference the bid item (Furnish & Install Unspecified Floor Finish From Schedule) in any direct manner. The bid item requires a finish tag, finish schedule, or specification text tied to a floor finish, which is not evidenced by a grid label. Therefore, there is no direct association to the bid item; the evidence is GRID_REFERENCE, not a finish/work item."
region_000362,A-005,Flooring,Furnish & Install Unspecified Floor Finish From Schedule,FZ,FINISH_TAG,NONE,FZ (Finish Zone) label visible in region,No explicit floor finish callout or schedule reference is visible in this region; it shows a generic Finish Zone tag rather than a direct finish item,"The highlighted region contains an FZ (Finish Zone) tag, but there is no direct indication of a specific floor finish or a schedule entry tying this area to the bid item 'Furnish & Install Unspecified Floor Finish From Schedule'. The region is on a Roof Plan (Sheet A-005) and does not present a direct finish label (e.g., carpet/tloor finish name) or explicit schedule reference. Therefore there is no direct evidence that this region represents the bid item; any link would be indirect at best and not sufficient for the correct association."
