region_id,sheet_number,bid_item,text,llm_region_type,llm_association_strength,final_validation,llm_confidence,llm_reason
region_000560,A-101CD,Furnish & Install Wall Framing Layout And Coordination,F.O.S.,GENERAL_NOTE,DIRECT,RIGHT,HIGH,"F.O.S. is a direct wall framing annotation (Face Of Stud) and is placed on the plan where wall framing/layout is defined, providing explicit evidence for the bid item 'Furnish & Install Wall Framing Layout And Coordination' under Metal Framing. It is not merely a general note or an indirect context."
region_000561,A-101CD,Furnish & Install Wall Framing Layout And Coordination,F.O.S.,PLAN_GEOMETRY,DIRECT,RIGHT,HIGH,"1) The region shows a wall segment with the text 'F.O.S.' (Face Of Stud), a common wall framing annotation used to denote framing geometry. 2) This annotation directly relates to wall framing layout/coordination, not just a general related note. 3) Without knowing the bid item, the region would still be identified as a wall-framing annotation, so the evidence is specific and non-ambiguous. 4) The direct link to the bid item is provided by the explicit wall framing notation (F.O.S.), not by indirect cues such as same sheet or same trade. 5) No assumption is needed; evidence is visual and explicit. 6) OCR is not the deciding factor; the image content provides the direct clue. 7) No contradictory evidence or assumptions are required to reach this conclusion."
region_000562,A-101CD,Furnish & Install Wall Framing Layout And Coordination,F.O.S.,GENERAL_NOTE,DIRECT,RIGHT,HIGH,"The region visually shows the exact F.O.S. tag. The legend confirms F.O.S. means Face Of Stud, a specific wall framing reference, which directly supports the bid item’s scope of wall framing layout and coordination. No reliance on indirect reasoning or OCR alone."
region_000563,A-101CD,Furnish & Install Wall Framing Layout And Coordination,F.O.S.,GRID_REFERENCE,NONE,WRONG,HIGH,"The highlighted region is a grid reference bubble (E5) used for locating plan geometry. It does not identify, locate, or explicitly reference the bid item 'Furnish & Install Wall Framing Layout And Coordination' (Metal Framing). There is no direct drawing evidence tying this region to the bid item; relying on grid markers is indirect at best and not a direct association."
region_000564,A-101CD,Furnish & Install Wall Framing Layout And Coordination,F.O.S.,DETAIL,NONE,WRONG,HIGH,"1) The region contains diamond-shaped callout symbols with cross-reference text (D2 A-30 and A2 A-210), which are detail references rather than any material, finish, or framing indication. 2) There is no visible indication of wall framing layout, metal studs, or any direct reference to the bid item (Furnish & Install Wall Framing Layout And Coordination). 3) The cross-references point to other sheets/details, which is indirect at best and does not establish a direct association with the bid item. 4) OCR evidence is not used as primary evidence; the image itself shows no direct evidence of wall framing. 5) Therefore the region does not directly identify, locate, or reference the original bid item."
region_000565,A-101CD,Furnish & Install Wall Framing Layout And Coordination,F.O.S.,PLAN_GEOMETRY,DIRECT,RIGHT,HIGH,"The region contains a wall-framing geometry, explicitly using the 'F.O.S.' (face of stud) notation, and is part of the Level 01 Floor Plan (A-101CD) showing wall lines and stud placement. This provides direct drawing evidence of the wall framing layout work, not just a related or adjacent item. There is no need to infer from room labels or general finishes; the evidence is the actual plan geometry and the face-of-stud annotation linked to wall framing. OCR hints are secondary to the visual content."
region_000566,A-101CD,Furnish & Install Wall Framing Layout And Coordination,F.O.S.,MATERIAL_TAG,DIRECT,RIGHT,HIGH,"The highlighted region contains the text 'F.O.S.' (Face Of Stud), which is a material-tag style annotation used to define the framing boundary for studs in a wall. This provides a direct indication of wall framing work (furnish & install wall framing layout and coordination) rather than any finish, room label, or schedule. The evidence is visually explicit and not inferred from OCR or adjacent notes."
region_000567,A-101CD,Furnish & Install Wall Framing Layout And Coordination,F.O.S.,OTHER,DIRECT,RIGHT,HIGH,"The highlighted region contains a specific, conventional framing annotation (F.O.S. = Face Of Stud) adjacent to a wall line. This is a direct reference to the wall framing layout element of the bid item (Furnish & Install Wall Framing Layout And Coordination, Metal Framing). It is not merely related by proximity or topic; the label itself identifies the exact framing component (face of stud) relevant to the bid item, without relying on OCR interpretation or indirect reasoning."
region_000568,A-101CD,Furnish & Install Wall Framing Layout And Coordination,F.O.S.,PLAN_GEOMETRY,DIRECT,RIGHT,HIGH,"Visually, the region contains a portion of the Level 01 floor plan that shows wall framing layout elements and the label F.O.S. (Face Of Stud), which is a direct indicator used in framing layouts. This is a concrete drawing element that directly identifies the component/work (wall framing layout/coordination for metal framing) rather than a mere related note or OCR term. No assumption based on OCR alone; the evidence is the actual plan geometry and the F.O.S. tag within the region."
region_000569,A-101CD,Furnish & Install Wall Framing Layout And Coordination,F.O.S.,GRID_REFERENCE,NONE,WRONG,HIGH,"The highlighted region contains grid reference bubbles (E4, E5) and plan geometry, which are used to locate elements on the floor plan. There is no explicit indication of wall framing, metal framing, or a wall framing layout detail. The Special Rules specify that a grid reference or plan geometry alone does not prove association to the Bid Item for Furnish & Install Wall Framing Layout and Coordination. Therefore, there is no direct evidence tying this region to the original bid item; the association is not direct (classified as NONE)."
region_000570,A-101CD,Furnish & Install Wood Blocking and Backing,"D. PROVIDE BACKING / SUPPORT FOR ALL MOUNTED FIXTURES, EQUIPMENT, CASEWORK, AND/OR SYSTEMS FURNITURE. COORDINATE WITH FLOOR PLANS, AND INTERIOR ELEVATIONS PRIOR TO THE COVERING OF STUD FRAMING. REFER TO MANUFACTURER'S RECOMMENDATIONS WHERE APPLICABLE, OTHERWISE REFER TO DETAILS ON A700s SHEET SERIES.",SPECIFICATION_TEXT,INDIRECT,WRONG,HIGH,"The region contains a general specification note about providing backing for mounted fixtures, not an explicit, direct identification of the bid item (wood blocking and backing) nor a label/schedule/detail that matches the bid item. This constitutes indirect relevance at best and does not provide a direct association to the original bid item."
region_000571,A-101CD,Furnish & Install Coordination Of Rough Opening Dimensions With Actual Frame Sizes,"H. WHERE PROVIDED, DOOR AND WINDOW DIMENSIONS ARE TO EDGE OF OPENING. OPENING DIMENSIONS ARE NOMINAL. CONTRACTOR SHALL COORDINATE DIMENSIONS OF ALL ROUGH OPENINGS AND ACTUAL FRAME SIZES.",GENERAL_NOTE,DIRECT,RIGHT,HIGH,"The highlighted region contains a general note that directly commands coordinating the rough opening dimensions with the actual frame sizes, which is the exact scope of the original bid item. This is explicit, visible text on the drawing (not inferred from OCR or surrounding context)."
region_000572,A-101CD,Furnish & Install Layout For Undimensioned Door Rough Openings,"I. WHERE DOOR LOCATIONS ARE NOT DIMENSIONED, SEE DETAILS REFERENCED IN DOOR SCHEDULE BY SPECIFIC CONDITION. OTHERWISE, THE HINGE SIDE OF DOOR ROUGH OPENINGS SHALL BE LOCATED 4"" FROM THE ADJACENT PERPENDICULAR WALL, SUBJECT TO MAINTENANCE OF REQUIRED ADA CLEARANCES REFERENCED IN THE G700s SHEET SERIES.",GENERAL_NOTE,NONE,WRONG,HIGH,"The highlighted region contains general notes (H/I) about door locations and rough openings, mentioning 'door rough openings' and a 'door schedule' but it does not explicitly identify, locate, or reference the Bid Item 'Furnish & Install Layout For Undimensioned Door Rough Openings'. There is no direct element in the region that represents the layout task or undimensioned rough openings as required by the bid item. OCR confirms wording about door locations and ADA clearances, but this is not a direct, explicit reference to the specific bid item. Therefore, the region has no direct association to the Bid Item and is classified WRONG; at best it is an indirect contextual note."
